"codmpio","ano","monetary_poverty_rate","extreme_monetary_poverty_rate","gini_coefficient"
27099,2005,NA,NA,NA
27135,2005,NA,NA,NA
27150,2005,NA,NA,NA
27160,2005,NA,NA,NA
27205,2005,NA,NA,NA
27245,2005,NA,NA,NA
27250,2005,NA,NA,NA
27361,2005,NA,NA,NA
27372,2005,NA,NA,NA
27413,2005,NA,NA,NA
41006,2005,NA,NA,NA
41013,2005,NA,NA,NA
41016,2005,NA,NA,NA
41020,2005,NA,NA,NA
41026,2005,NA,NA,NA
41078,2005,NA,NA,NA
41132,2005,NA,NA,NA
41206,2005,NA,NA,NA
41244,2005,NA,NA,NA
41298,2005,NA,NA,NA
41306,2005,NA,NA,NA
41319,2005,NA,NA,NA
41349,2005,NA,NA,NA
41357,2005,NA,NA,NA
41359,2005,NA,NA,NA
41378,2005,NA,NA,NA
41396,2005,NA,NA,NA
41483,2005,NA,NA,NA
41503,2005,NA,NA,NA
41518,2005,NA,NA,NA
41524,2005,NA,NA,NA
41530,2005,NA,NA,NA
41548,2005,NA,NA,NA
41551,2005,NA,NA,NA
41615,2005,NA,NA,NA
41660,2005,NA,NA,NA
41668,2005,NA,NA,NA
41676,2005,NA,NA,NA
41770,2005,NA,NA,NA
41791,2005,NA,NA,NA
41797,2005,NA,NA,NA
41799,2005,NA,NA,NA
41801,2005,NA,NA,NA
41807,2005,NA,NA,NA
41885,2005,NA,NA,NA
41872,2005,NA,NA,NA
44035,2005,NA,NA,NA
44078,2005,NA,NA,NA
44090,2005,NA,NA,NA
44098,2005,NA,NA,NA
44110,2005,NA,NA,NA
44279,2005,NA,NA,NA
44378,2005,NA,NA,NA
44420,2005,NA,NA,NA
44430,2005,NA,NA,NA
44560,2005,NA,NA,NA
44650,2005,NA,NA,NA
44847,2005,NA,NA,NA
44855,2005,NA,NA,NA
44874,2005,NA,NA,NA
47030,2005,NA,NA,NA
47053,2005,NA,NA,NA
47058,2005,NA,NA,NA
47161,2005,NA,NA,NA
47170,2005,NA,NA,NA
47189,2005,NA,NA,NA
47205,2005,NA,NA,NA
47245,2005,NA,NA,NA
47258,2005,NA,NA,NA
47268,2005,NA,NA,NA
47288,2005,NA,NA,NA
47318,2005,NA,NA,NA
47460,2005,NA,NA,NA
47541,2005,NA,NA,NA
47545,2005,NA,NA,NA
47551,2005,NA,NA,NA
47555,2005,NA,NA,NA
47570,2005,NA,NA,NA
47605,2005,NA,NA,NA
47660,2005,NA,NA,NA
47675,2005,NA,NA,NA
47692,2005,NA,NA,NA
47703,2005,NA,NA,NA
47707,2005,NA,NA,NA
47720,2005,NA,NA,NA
47745,2005,NA,NA,NA
47798,2005,NA,NA,NA
47960,2005,NA,NA,NA
47980,2005,NA,NA,NA
50325,2005,NA,NA,NA
50330,2005,NA,NA,NA
50350,2005,NA,NA,NA
50370,2005,NA,NA,NA
50400,2005,NA,NA,NA
50450,2005,NA,NA,NA
50568,2005,NA,NA,NA
50573,2005,NA,NA,NA
50577,2005,NA,NA,NA
50590,2005,NA,NA,NA
50606,2005,NA,NA,NA
50680,2005,NA,NA,NA
50683,2005,NA,NA,NA
50686,2005,NA,NA,NA
50689,2005,NA,NA,NA
50711,2005,NA,NA,NA
50006,2005,NA,NA,NA
50110,2005,NA,NA,NA
50124,2005,NA,NA,NA
50150,2005,NA,NA,NA
50223,2005,NA,NA,NA
50226,2005,NA,NA,NA
50245,2005,NA,NA,NA
50251,2005,NA,NA,NA
50270,2005,NA,NA,NA
50287,2005,NA,NA,NA
50313,2005,NA,NA,NA
50318,2005,NA,NA,NA
52019,2005,NA,NA,NA
52022,2005,NA,NA,NA
52036,2005,NA,NA,NA
52051,2005,NA,NA,NA
52079,2005,NA,NA,NA
52083,2005,NA,NA,NA
52110,2005,NA,NA,NA
52203,2005,NA,NA,NA
52207,2005,NA,NA,NA
52210,2005,NA,NA,NA
52215,2005,NA,NA,NA
52224,2005,NA,NA,NA
52227,2005,NA,NA,NA
52233,2005,NA,NA,NA
52240,2005,NA,NA,NA
52250,2005,NA,NA,NA
52254,2005,NA,NA,NA
52256,2005,NA,NA,NA
52258,2005,NA,NA,NA
52260,2005,NA,NA,NA
52287,2005,NA,NA,NA
52317,2005,NA,NA,NA
52320,2005,NA,NA,NA
52323,2005,NA,NA,NA
52352,2005,NA,NA,NA
52354,2005,NA,NA,NA
52356,2005,NA,NA,NA
52378,2005,NA,NA,NA
52381,2005,NA,NA,NA
52385,2005,NA,NA,NA
52390,2005,NA,NA,NA
52399,2005,NA,NA,NA
52405,2005,NA,NA,NA
52411,2005,NA,NA,NA
52418,2005,NA,NA,NA
52427,2005,NA,NA,NA
52435,2005,NA,NA,NA
52473,2005,NA,NA,NA
52480,2005,NA,NA,NA
52490,2005,NA,NA,NA
52506,2005,NA,NA,NA
52520,2005,NA,NA,NA
52540,2005,NA,NA,NA
52560,2005,NA,NA,NA
52565,2005,NA,NA,NA
52573,2005,NA,NA,NA
52585,2005,NA,NA,NA
52612,2005,NA,NA,NA
52621,2005,NA,NA,NA
52678,2005,NA,NA,NA
52683,2005,NA,NA,NA
52685,2005,NA,NA,NA
52687,2005,NA,NA,NA
52693,2005,NA,NA,NA
52694,2005,NA,NA,NA
52696,2005,NA,NA,NA
52699,2005,NA,NA,NA
52720,2005,NA,NA,NA
52786,2005,NA,NA,NA
52788,2005,NA,NA,NA
52835,2005,NA,NA,NA
52885,2005,NA,NA,NA
52838,2005,NA,NA,NA
54003,2005,NA,NA,NA
54051,2005,NA,NA,NA
54099,2005,NA,NA,NA
54109,2005,NA,NA,NA
54125,2005,NA,NA,NA
54128,2005,NA,NA,NA
54172,2005,NA,NA,NA
54174,2005,NA,NA,NA
54206,2005,NA,NA,NA
54223,2005,NA,NA,NA
54239,2005,NA,NA,NA
54245,2005,NA,NA,NA
54250,2005,NA,NA,NA
54261,2005,NA,NA,NA
54313,2005,NA,NA,NA
54344,2005,NA,NA,NA
54347,2005,NA,NA,NA
54377,2005,NA,NA,NA
54385,2005,NA,NA,NA
54398,2005,NA,NA,NA
54405,2005,NA,NA,NA
54418,2005,NA,NA,NA
54480,2005,NA,NA,NA
54498,2005,NA,NA,NA
54518,2005,NA,NA,NA
54520,2005,NA,NA,NA
54553,2005,NA,NA,NA
54599,2005,NA,NA,NA
54660,2005,NA,NA,NA
54670,2005,NA,NA,NA
54673,2005,NA,NA,NA
54680,2005,NA,NA,NA
54720,2005,NA,NA,NA
54743,2005,NA,NA,NA
54800,2005,NA,NA,NA
54810,2005,NA,NA,NA
54820,2005,NA,NA,NA
54871,2005,NA,NA,NA
54874,2005,NA,NA,NA
63111,2005,NA,NA,NA
63130,2005,NA,NA,NA
63190,2005,NA,NA,NA
63212,2005,NA,NA,NA
63272,2005,NA,NA,NA
63302,2005,NA,NA,NA
63401,2005,NA,NA,NA
63470,2005,NA,NA,NA
63548,2005,NA,NA,NA
63690,2005,NA,NA,NA
63594,2005,NA,NA,NA
66045,2005,NA,NA,NA
66075,2005,NA,NA,NA
66088,2005,NA,NA,NA
66170,2005,NA,NA,NA
66318,2005,NA,NA,NA
66383,2005,NA,NA,NA
66400,2005,NA,NA,NA
66440,2005,NA,NA,NA
66456,2005,NA,NA,NA
66687,2005,NA,NA,NA
66572,2005,NA,NA,NA
66594,2005,NA,NA,NA
66682,2005,NA,NA,NA
68013,2005,NA,NA,NA
68020,2005,NA,NA,NA
68051,2005,NA,NA,NA
68077,2005,NA,NA,NA
68079,2005,NA,NA,NA
68081,2005,NA,NA,NA
68092,2005,NA,NA,NA
68101,2005,NA,NA,NA
68121,2005,NA,NA,NA
68132,2005,NA,NA,NA
68147,2005,NA,NA,NA
68152,2005,NA,NA,NA
68160,2005,NA,NA,NA
68162,2005,NA,NA,NA
68167,2005,NA,NA,NA
68169,2005,NA,NA,NA
68176,2005,NA,NA,NA
68179,2005,NA,NA,NA
68190,2005,NA,NA,NA
68207,2005,NA,NA,NA
68209,2005,NA,NA,NA
68211,2005,NA,NA,NA
68217,2005,NA,NA,NA
68229,2005,NA,NA,NA
68235,2005,NA,NA,NA
68245,2005,NA,NA,NA
68250,2005,NA,NA,NA
68255,2005,NA,NA,NA
68264,2005,NA,NA,NA
68266,2005,NA,NA,NA
68271,2005,NA,NA,NA
68276,2005,NA,NA,NA
68296,2005,NA,NA,NA
68298,2005,NA,NA,NA
68307,2005,NA,NA,NA
68318,2005,NA,NA,NA
68320,2005,NA,NA,NA
68322,2005,NA,NA,NA
68324,2005,NA,NA,NA
68327,2005,NA,NA,NA
68344,2005,NA,NA,NA
68368,2005,NA,NA,NA
68370,2005,NA,NA,NA
68377,2005,NA,NA,NA
68385,2005,NA,NA,NA
68397,2005,NA,NA,NA
68406,2005,NA,NA,NA
68418,2005,NA,NA,NA
68425,2005,NA,NA,NA
68432,2005,NA,NA,NA
68444,2005,NA,NA,NA
68464,2005,NA,NA,NA
68468,2005,NA,NA,NA
68498,2005,NA,NA,NA
68500,2005,NA,NA,NA
68502,2005,NA,NA,NA
68522,2005,NA,NA,NA
68524,2005,NA,NA,NA
68533,2005,NA,NA,NA
68547,2005,NA,NA,NA
68549,2005,NA,NA,NA
68572,2005,NA,NA,NA
68573,2005,NA,NA,NA
68575,2005,NA,NA,NA
70110,2005,NA,NA,NA
70124,2005,NA,NA,NA
70204,2005,NA,NA,NA
70215,2005,NA,NA,NA
70221,2005,NA,NA,NA
70230,2005,NA,NA,NA
70233,2005,NA,NA,NA
70235,2005,NA,NA,NA
70265,2005,NA,NA,NA
70400,2005,NA,NA,NA
70418,2005,NA,NA,NA
70429,2005,NA,NA,NA
70473,2005,NA,NA,NA
70508,2005,NA,NA,NA
70523,2005,NA,NA,NA
70670,2005,NA,NA,NA
70678,2005,NA,NA,NA
70702,2005,NA,NA,NA
70823,2005,NA,NA,NA
70708,2005,NA,NA,NA
70713,2005,NA,NA,NA
70717,2005,NA,NA,NA
70742,2005,NA,NA,NA
70771,2005,NA,NA,NA
70820,2005,NA,NA,NA
68615,2005,NA,NA,NA
68655,2005,NA,NA,NA
68669,2005,NA,NA,NA
68673,2005,NA,NA,NA
68679,2005,NA,NA,NA
68682,2005,NA,NA,NA
68684,2005,NA,NA,NA
68686,2005,NA,NA,NA
68689,2005,NA,NA,NA
68705,2005,NA,NA,NA
68720,2005,NA,NA,NA
68745,2005,NA,NA,NA
68755,2005,NA,NA,NA
68770,2005,NA,NA,NA
68773,2005,NA,NA,NA
68780,2005,NA,NA,NA
68820,2005,NA,NA,NA
68855,2005,NA,NA,NA
68861,2005,NA,NA,NA
68867,2005,NA,NA,NA
68895,2005,NA,NA,NA
68872,2005,NA,NA,NA
85010,2005,NA,NA,NA
85015,2005,NA,NA,NA
85125,2005,NA,NA,NA
85136,2005,NA,NA,NA
85139,2005,NA,NA,NA
85162,2005,NA,NA,NA
85225,2005,NA,NA,NA
85230,2005,NA,NA,NA
85250,2005,NA,NA,NA
85263,2005,NA,NA,NA
85279,2005,NA,NA,NA
85300,2005,NA,NA,NA
85315,2005,NA,NA,NA
85325,2005,NA,NA,NA
85400,2005,NA,NA,NA
85410,2005,NA,NA,NA
85430,2005,NA,NA,NA
85440,2005,NA,NA,NA
76892,2005,NA,NA,NA
76113,2005,NA,NA,NA
76122,2005,NA,NA,NA
76126,2005,NA,NA,NA
76130,2005,NA,NA,NA
76147,2005,NA,NA,NA
76233,2005,NA,NA,NA
76243,2005,NA,NA,NA
76246,2005,NA,NA,NA
76248,2005,NA,NA,NA
76250,2005,NA,NA,NA
76275,2005,NA,NA,NA
76306,2005,NA,NA,NA
76318,2005,NA,NA,NA
76364,2005,NA,NA,NA
76377,2005,NA,NA,NA
76400,2005,NA,NA,NA
76403,2005,NA,NA,NA
76497,2005,NA,NA,NA
76520,2005,NA,NA,NA
76563,2005,NA,NA,NA
76606,2005,NA,NA,NA
76616,2005,NA,NA,NA
76622,2005,NA,NA,NA
76670,2005,NA,NA,NA
76736,2005,NA,NA,NA
76823,2005,NA,NA,NA
76828,2005,NA,NA,NA
76834,2005,NA,NA,NA
76845,2005,NA,NA,NA
76863,2005,NA,NA,NA
76869,2005,NA,NA,NA
76890,2005,NA,NA,NA
76895,2005,NA,NA,NA
81065,2005,NA,NA,NA
81220,2005,NA,NA,NA
81300,2005,NA,NA,NA
81591,2005,NA,NA,NA
81794,2005,NA,NA,NA
81736,2005,NA,NA,NA
73024,2005,NA,NA,NA
73026,2005,NA,NA,NA
73030,2005,NA,NA,NA
73043,2005,NA,NA,NA
73055,2005,NA,NA,NA
73067,2005,NA,NA,NA
73124,2005,NA,NA,NA
73148,2005,NA,NA,NA
73152,2005,NA,NA,NA
73168,2005,NA,NA,NA
73200,2005,NA,NA,NA
73217,2005,NA,NA,NA
73226,2005,NA,NA,NA
73236,2005,NA,NA,NA
73268,2005,NA,NA,NA
73270,2005,NA,NA,NA
73275,2005,NA,NA,NA
73283,2005,NA,NA,NA
73319,2005,NA,NA,NA
73347,2005,NA,NA,NA
73349,2005,NA,NA,NA
73352,2005,NA,NA,NA
73408,2005,NA,NA,NA
73411,2005,NA,NA,NA
73443,2005,NA,NA,NA
73449,2005,NA,NA,NA
73461,2005,NA,NA,NA
73483,2005,NA,NA,NA
73504,2005,NA,NA,NA
73520,2005,NA,NA,NA
73547,2005,NA,NA,NA
73555,2005,NA,NA,NA
73563,2005,NA,NA,NA
73585,2005,NA,NA,NA
73616,2005,NA,NA,NA
73622,2005,NA,NA,NA
73624,2005,NA,NA,NA
73671,2005,NA,NA,NA
73675,2005,NA,NA,NA
73678,2005,NA,NA,NA
73686,2005,NA,NA,NA
73770,2005,NA,NA,NA
73854,2005,NA,NA,NA
73861,2005,NA,NA,NA
73870,2005,NA,NA,NA
73873,2005,NA,NA,NA
76020,2005,NA,NA,NA
76036,2005,NA,NA,NA
76041,2005,NA,NA,NA
76054,2005,NA,NA,NA
76100,2005,NA,NA,NA
76109,2005,NA,NA,NA
76111,2005,NA,NA,NA
76111,2018,NA,NA,NA
76109,2018,NA,NA,NA
76100,2018,NA,NA,NA
76054,2018,NA,NA,NA
76041,2018,NA,NA,NA
76036,2018,NA,NA,NA
76020,2018,NA,NA,NA
73873,2018,NA,NA,NA
73870,2018,NA,NA,NA
73861,2018,NA,NA,NA
73854,2018,NA,NA,NA
73770,2018,NA,NA,NA
73686,2018,NA,NA,NA
73678,2018,NA,NA,NA
73675,2018,NA,NA,NA
73671,2018,NA,NA,NA
73624,2018,NA,NA,NA
73622,2018,NA,NA,NA
73616,2018,NA,NA,NA
73585,2018,NA,NA,NA
73563,2018,NA,NA,NA
73555,2018,NA,NA,NA
73547,2018,NA,NA,NA
73520,2018,NA,NA,NA
73504,2018,NA,NA,NA
73483,2018,NA,NA,NA
73461,2018,NA,NA,NA
73449,2018,NA,NA,NA
73443,2018,NA,NA,NA
73411,2018,NA,NA,NA
73408,2018,NA,NA,NA
73352,2018,NA,NA,NA
73349,2018,NA,NA,NA
73347,2018,NA,NA,NA
73319,2018,NA,NA,NA
73283,2018,NA,NA,NA
73275,2018,NA,NA,NA
73270,2018,NA,NA,NA
73268,2018,NA,NA,NA
73236,2018,NA,NA,NA
73226,2018,NA,NA,NA
73217,2018,NA,NA,NA
73200,2018,NA,NA,NA
73168,2018,NA,NA,NA
73152,2018,NA,NA,NA
73148,2018,NA,NA,NA
73124,2018,NA,NA,NA
73067,2018,NA,NA,NA
73055,2018,NA,NA,NA
73043,2018,NA,NA,NA
73030,2018,NA,NA,NA
73026,2018,NA,NA,NA
73024,2018,NA,NA,NA
81736,2018,NA,NA,NA
81794,2018,NA,NA,NA
81591,2018,NA,NA,NA
81300,2018,NA,NA,NA
81220,2018,NA,NA,NA
81065,2018,NA,NA,NA
81001,2018,NA,NA,NA
81000,2018,NA,NA,NA
76895,2018,NA,NA,NA
76890,2018,NA,NA,NA
76869,2018,NA,NA,NA
76863,2018,NA,NA,NA
76845,2018,NA,NA,NA
76834,2018,NA,NA,NA
76828,2018,NA,NA,NA
76823,2018,NA,NA,NA
76736,2018,NA,NA,NA
76670,2018,NA,NA,NA
76622,2018,NA,NA,NA
76616,2018,NA,NA,NA
76606,2018,NA,NA,NA
76563,2018,NA,NA,NA
76520,2018,NA,NA,NA
76497,2018,NA,NA,NA
76403,2018,NA,NA,NA
76400,2018,NA,NA,NA
76377,2018,NA,NA,NA
76364,2018,NA,NA,NA
76318,2018,NA,NA,NA
76306,2018,NA,NA,NA
76275,2018,NA,NA,NA
76250,2018,NA,NA,NA
76248,2018,NA,NA,NA
76246,2018,NA,NA,NA
76243,2018,NA,NA,NA
76233,2018,NA,NA,NA
76147,2018,NA,NA,NA
76130,2018,NA,NA,NA
76126,2018,NA,NA,NA
76122,2018,NA,NA,NA
76113,2018,NA,NA,NA
76892,2018,NA,NA,NA
85440,2018,NA,NA,NA
85430,2018,NA,NA,NA
85410,2018,NA,NA,NA
85400,2018,NA,NA,NA
85325,2018,NA,NA,NA
85315,2018,NA,NA,NA
85300,2018,NA,NA,NA
85279,2018,NA,NA,NA
85263,2018,NA,NA,NA
85250,2018,NA,NA,NA
85230,2018,NA,NA,NA
85225,2018,NA,NA,NA
85162,2018,NA,NA,NA
85139,2018,NA,NA,NA
85136,2018,NA,NA,NA
85125,2018,NA,NA,NA
85015,2018,NA,NA,NA
85010,2018,NA,NA,NA
85001,2018,NA,NA,NA
85000,2018,NA,NA,NA
68872,2018,NA,NA,NA
68895,2018,NA,NA,NA
68867,2018,NA,NA,NA
68861,2018,NA,NA,NA
68855,2018,NA,NA,NA
68820,2018,NA,NA,NA
68780,2018,NA,NA,NA
68773,2018,NA,NA,NA
68770,2018,NA,NA,NA
68755,2018,NA,NA,NA
68745,2018,NA,NA,NA
68720,2018,NA,NA,NA
68705,2018,NA,NA,NA
68689,2018,NA,NA,NA
68686,2018,NA,NA,NA
68684,2018,NA,NA,NA
68682,2018,NA,NA,NA
68679,2018,NA,NA,NA
68673,2018,NA,NA,NA
68669,2018,NA,NA,NA
68655,2018,NA,NA,NA
68615,2018,NA,NA,NA
70820,2018,NA,NA,NA
70771,2018,NA,NA,NA
70742,2018,NA,NA,NA
70717,2018,NA,NA,NA
70713,2018,NA,NA,NA
70708,2018,NA,NA,NA
70823,2018,NA,NA,NA
70702,2018,NA,NA,NA
70678,2018,NA,NA,NA
70670,2018,NA,NA,NA
70523,2018,NA,NA,NA
70508,2018,NA,NA,NA
70473,2018,NA,NA,NA
70429,2018,NA,NA,NA
70418,2018,NA,NA,NA
70400,2018,NA,NA,NA
70265,2018,NA,NA,NA
70235,2018,NA,NA,NA
70233,2018,NA,NA,NA
70230,2018,NA,NA,NA
70221,2018,NA,NA,NA
70215,2018,NA,NA,NA
70204,2018,NA,NA,NA
70124,2018,NA,NA,NA
70110,2018,NA,NA,NA
68575,2018,NA,NA,NA
68573,2018,NA,NA,NA
68572,2018,NA,NA,NA
68549,2018,NA,NA,NA
68547,2018,NA,NA,NA
68533,2018,NA,NA,NA
68524,2018,NA,NA,NA
68522,2018,NA,NA,NA
68502,2018,NA,NA,NA
68500,2018,NA,NA,NA
68498,2018,NA,NA,NA
68468,2018,NA,NA,NA
68464,2018,NA,NA,NA
68444,2018,NA,NA,NA
68432,2018,NA,NA,NA
68425,2018,NA,NA,NA
68418,2018,NA,NA,NA
68406,2018,NA,NA,NA
68397,2018,NA,NA,NA
68385,2018,NA,NA,NA
68377,2018,NA,NA,NA
68370,2018,NA,NA,NA
68368,2018,NA,NA,NA
68344,2018,NA,NA,NA
68327,2018,NA,NA,NA
68324,2018,NA,NA,NA
68322,2018,NA,NA,NA
68320,2018,NA,NA,NA
68318,2018,NA,NA,NA
68307,2018,NA,NA,NA
68298,2018,NA,NA,NA
68296,2018,NA,NA,NA
68276,2018,NA,NA,NA
68271,2018,NA,NA,NA
68266,2018,NA,NA,NA
68264,2018,NA,NA,NA
68255,2018,NA,NA,NA
68250,2018,NA,NA,NA
68245,2018,NA,NA,NA
68235,2018,NA,NA,NA
68229,2018,NA,NA,NA
68217,2018,NA,NA,NA
68211,2018,NA,NA,NA
68209,2018,NA,NA,NA
68207,2018,NA,NA,NA
68190,2018,NA,NA,NA
68179,2018,NA,NA,NA
68176,2018,NA,NA,NA
68169,2018,NA,NA,NA
68167,2018,NA,NA,NA
68162,2018,NA,NA,NA
68160,2018,NA,NA,NA
68152,2018,NA,NA,NA
68147,2018,NA,NA,NA
68132,2018,NA,NA,NA
68121,2018,NA,NA,NA
68101,2018,NA,NA,NA
68092,2018,NA,NA,NA
68081,2018,NA,NA,NA
68079,2018,NA,NA,NA
68077,2018,NA,NA,NA
68051,2018,NA,NA,NA
68020,2018,NA,NA,NA
68013,2018,NA,NA,NA
66682,2018,NA,NA,NA
66594,2018,NA,NA,NA
66572,2018,NA,NA,NA
66687,2018,NA,NA,NA
66456,2018,NA,NA,NA
66440,2018,NA,NA,NA
66400,2018,NA,NA,NA
66383,2018,NA,NA,NA
66318,2018,NA,NA,NA
66170,2018,NA,NA,NA
66088,2018,NA,NA,NA
66075,2018,NA,NA,NA
66045,2018,NA,NA,NA
63594,2018,NA,NA,NA
63690,2018,NA,NA,NA
63548,2018,NA,NA,NA
63470,2018,NA,NA,NA
63401,2018,NA,NA,NA
63302,2018,NA,NA,NA
63272,2018,NA,NA,NA
63212,2018,NA,NA,NA
63190,2018,NA,NA,NA
63130,2018,NA,NA,NA
63111,2018,NA,NA,NA
54874,2018,NA,NA,NA
54871,2018,NA,NA,NA
54820,2018,NA,NA,NA
54810,2018,NA,NA,NA
54800,2018,NA,NA,NA
54743,2018,NA,NA,NA
54720,2018,NA,NA,NA
54680,2018,NA,NA,NA
54673,2018,NA,NA,NA
54670,2018,NA,NA,NA
54660,2018,NA,NA,NA
54599,2018,NA,NA,NA
54553,2018,NA,NA,NA
54520,2018,NA,NA,NA
54518,2018,NA,NA,NA
54498,2018,NA,NA,NA
54480,2018,NA,NA,NA
54418,2018,NA,NA,NA
54405,2018,NA,NA,NA
54398,2018,NA,NA,NA
54385,2018,NA,NA,NA
54377,2018,NA,NA,NA
54347,2018,NA,NA,NA
54344,2018,NA,NA,NA
54313,2018,NA,NA,NA
54261,2018,NA,NA,NA
54250,2018,NA,NA,NA
54245,2018,NA,NA,NA
54239,2018,NA,NA,NA
54223,2018,NA,NA,NA
54206,2018,NA,NA,NA
54174,2018,NA,NA,NA
54172,2018,NA,NA,NA
54128,2018,NA,NA,NA
54125,2018,NA,NA,NA
54109,2018,NA,NA,NA
54099,2018,NA,NA,NA
54051,2018,NA,NA,NA
54003,2018,NA,NA,NA
52838,2018,NA,NA,NA
52885,2018,NA,NA,NA
52835,2018,NA,NA,NA
52788,2018,NA,NA,NA
52786,2018,NA,NA,NA
52720,2018,NA,NA,NA
52699,2018,NA,NA,NA
52696,2018,NA,NA,NA
52694,2018,NA,NA,NA
52693,2018,NA,NA,NA
52687,2018,NA,NA,NA
52685,2018,NA,NA,NA
52683,2018,NA,NA,NA
52678,2018,NA,NA,NA
52621,2018,NA,NA,NA
52612,2018,NA,NA,NA
52585,2018,NA,NA,NA
52573,2018,NA,NA,NA
52565,2018,NA,NA,NA
52560,2018,NA,NA,NA
52540,2018,NA,NA,NA
52520,2018,NA,NA,NA
52506,2018,NA,NA,NA
52490,2018,NA,NA,NA
52480,2018,NA,NA,NA
52473,2018,NA,NA,NA
52435,2018,NA,NA,NA
52427,2018,NA,NA,NA
52418,2018,NA,NA,NA
52411,2018,NA,NA,NA
52405,2018,NA,NA,NA
52399,2018,NA,NA,NA
52390,2018,NA,NA,NA
52385,2018,NA,NA,NA
52381,2018,NA,NA,NA
52378,2018,NA,NA,NA
52356,2018,NA,NA,NA
52354,2018,NA,NA,NA
52352,2018,NA,NA,NA
52323,2018,NA,NA,NA
52320,2018,NA,NA,NA
52317,2018,NA,NA,NA
52287,2018,NA,NA,NA
52260,2018,NA,NA,NA
52258,2018,NA,NA,NA
52256,2018,NA,NA,NA
52254,2018,NA,NA,NA
52250,2018,NA,NA,NA
52240,2018,NA,NA,NA
52233,2018,NA,NA,NA
52227,2018,NA,NA,NA
52224,2018,NA,NA,NA
52215,2018,NA,NA,NA
52210,2018,NA,NA,NA
52207,2018,NA,NA,NA
52203,2018,NA,NA,NA
52110,2018,NA,NA,NA
52083,2018,NA,NA,NA
52079,2018,NA,NA,NA
52051,2018,NA,NA,NA
52036,2018,NA,NA,NA
52022,2018,NA,NA,NA
52019,2018,NA,NA,NA
50318,2018,NA,NA,NA
50313,2018,NA,NA,NA
50287,2018,NA,NA,NA
50270,2018,NA,NA,NA
50251,2018,NA,NA,NA
50245,2018,NA,NA,NA
50226,2018,NA,NA,NA
50223,2018,NA,NA,NA
50150,2018,NA,NA,NA
50124,2018,NA,NA,NA
50110,2018,NA,NA,NA
50006,2018,NA,NA,NA
50711,2018,NA,NA,NA
50689,2018,NA,NA,NA
50686,2018,NA,NA,NA
50683,2018,NA,NA,NA
50680,2018,NA,NA,NA
50606,2018,NA,NA,NA
50590,2018,NA,NA,NA
50577,2018,NA,NA,NA
50573,2018,NA,NA,NA
50568,2018,NA,NA,NA
50450,2018,NA,NA,NA
50400,2018,NA,NA,NA
50370,2018,NA,NA,NA
50350,2018,NA,NA,NA
50330,2018,NA,NA,NA
50325,2018,NA,NA,NA
47980,2018,NA,NA,NA
47960,2018,NA,NA,NA
47798,2018,NA,NA,NA
47745,2018,NA,NA,NA
47720,2018,NA,NA,NA
47707,2018,NA,NA,NA
47703,2018,NA,NA,NA
47692,2018,NA,NA,NA
47675,2018,NA,NA,NA
47660,2018,NA,NA,NA
47605,2018,NA,NA,NA
47570,2018,NA,NA,NA
47555,2018,NA,NA,NA
47551,2018,NA,NA,NA
47545,2018,NA,NA,NA
47541,2018,NA,NA,NA
47460,2018,NA,NA,NA
47318,2018,NA,NA,NA
47288,2018,NA,NA,NA
47268,2018,NA,NA,NA
47258,2018,NA,NA,NA
47245,2018,NA,NA,NA
47205,2018,NA,NA,NA
47189,2018,NA,NA,NA
47170,2018,NA,NA,NA
47161,2018,NA,NA,NA
47058,2018,NA,NA,NA
47053,2018,NA,NA,NA
47030,2018,NA,NA,NA
44874,2018,NA,NA,NA
44855,2018,NA,NA,NA
44847,2018,NA,NA,NA
44650,2018,NA,NA,NA
44560,2018,NA,NA,NA
44430,2018,NA,NA,NA
44420,2018,NA,NA,NA
44378,2018,NA,NA,NA
44279,2018,NA,NA,NA
44110,2018,NA,NA,NA
44098,2018,NA,NA,NA
44090,2018,NA,NA,NA
44078,2018,NA,NA,NA
44035,2018,NA,NA,NA
41872,2018,NA,NA,NA
41885,2018,NA,NA,NA
41807,2018,NA,NA,NA
41801,2018,NA,NA,NA
41799,2018,NA,NA,NA
41797,2018,NA,NA,NA
41791,2018,NA,NA,NA
41770,2018,NA,NA,NA
41676,2018,NA,NA,NA
41668,2018,NA,NA,NA
41660,2018,NA,NA,NA
41615,2018,NA,NA,NA
41551,2018,NA,NA,NA
41548,2018,NA,NA,NA
41530,2018,NA,NA,NA
41524,2018,NA,NA,NA
41518,2018,NA,NA,NA
41503,2018,NA,NA,NA
41483,2018,NA,NA,NA
41396,2018,NA,NA,NA
41378,2018,NA,NA,NA
41359,2018,NA,NA,NA
41357,2018,NA,NA,NA
41349,2018,NA,NA,NA
41319,2018,NA,NA,NA
41306,2018,NA,NA,NA
41298,2018,NA,NA,NA
41244,2018,NA,NA,NA
41206,2018,NA,NA,NA
41132,2018,NA,NA,NA
41078,2018,NA,NA,NA
41026,2018,NA,NA,NA
41020,2018,NA,NA,NA
41016,2018,NA,NA,NA
41013,2018,NA,NA,NA
41006,2018,NA,NA,NA
27413,2018,NA,NA,NA
27372,2018,NA,NA,NA
27361,2018,NA,NA,NA
27250,2018,NA,NA,NA
27245,2018,NA,NA,NA
27205,2018,NA,NA,NA
